X,Y,OBJECTID,LRSDate,RouteIdentifier,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,AccumulatedRouteMile,AADT,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,DirectionOfTravel,Location,GlobalID,ReportingYear
-119.082816355,46.2520529440001,5948,2021/12/31 08:00:00+00,182CD01483,182,CD,01483,0.47,4400,,,,Westbound,On COLL-DIST DECREASING (SR 182 WB TO SR 182 WB) After RIGHT ON RAMP S501442,{6679E246-F5C8-4F06-9E94-9A8B90C63A11},2021
-122.218362221,47.4655641090001,5949,2021/12/31 08:00:00+00,405P100209,405,P1,00209,0.25999999,28000,,,,Northbound,On P1 RAMP (CI00165 TO SR 167 SB) After LEFT INTERSECTION CI00165,{38AC386E-D314-498D-AB04-1B77D7562ED0},2021
-118.486289588,47.022027601,5950,2021/12/31 08:00:00+00,395R108790,395,R1,08790,0.28999999,90,,,,Southbound,On R1 RAMP (SR 395 TO PAHA PACKARD) After LEFT INTERSECTION SR 395 SB,{A6BC6392-38A0-414A-8B3D-922E8BE70E8B},2021
-122.037504459,47.540252987,5951,2021/12/31 08:00:00+00,090P101685,090,P1,01685,0.25,13000,,,,Eastbound,On P1 RAMP (SR 90 EB TO FRONT ST) After LEFT INTERSECTION SR 90 EB,{4AA4480C-A25E-4CEA-895A-DC4CA536423E},2021
-119.259539258,46.256982647,5952,2021/12/31 08:00:00+00,182S200440,182,S2,00440,0.18000001,15000,5.5799999,1.61,0.20999999,Westbound,"On S2 RAMP (SR 240 WB TO S100440) After RIGHT INTERSECTION Q100567,  LEFT INTERSECTION SR 240 WB",{120DA7E5-D64A-41A4-A62A-2081E10646DF},2021
-122.46639322,47.1610201990001,5953,2021/12/31 08:00:00+00,512R100087,512,R1,00087,0.22,3700,,,,Westbound,On R1 RAMP (SR 512 WB TO STEELE ST) After LEFT INTERSECTION SR 512 WB,{B4C4AF40-C880-4D21-ABFE-1CB54EA59DCD},2021
-122.175690606,47.57401552,5954,2021/12/31 08:00:00+00,090Q101015,090,Q1,01015,0.059999999,27000,,,,Eastbound,On Q1 RAMP (SR 405 NB TO SR 90 EB) After LEFT INTERSECTION SR 405 NB,{68BA8803-95A5-445C-8BB8-9E19DA31429E},2021
-122.334423752,47.5319998050001,5955,2021/12/31 08:00:00+00,509CI02948,509,CI,02948,0.050000001,3400,,,,Northbound,On COLL-DIST INCREASING (SR 509 NB TO SR 509 NB) After LEFT INTERSECTION SR 509 NB,{7635BC0A-6D12-4B0D-82B1-7C4993A70428},2021
-119.289421403,46.2612859490001,5956,2021/12/31 08:00:00+00,182R200421,182,R2,00421,0.18000001,3400,,,,Westbound,On R2 RAMP (R100421 TO THAYER DR) After LEFT INTERSECTION R100421,{3D3CFE46-AD21-4A3E-9606-BE1CC1BF5F60},2021
-122.324431353,47.5042563280001,5957,2021/12/31 08:00:00+00,509Q102831,509,Q1,02831,0.1,2800,,,,Northbound,On Q1 RAMP (S 112TH ST TO SR 509 NB) After RIGHT WYE CONNECTION S 112TH ST,{64571CBC-7B39-4F2E-804E-83FD7BEFCEE6},2021
-119.128055152,47.0875315280001,5958,2021/12/31 08:00:00+00,090Q118528,090,Q1,18528,0.079999998,40,,,,Eastbound,"On Q1 RAMP (Q RD SE TO SR 90 EB) After RIGHT INTERSECTION Q RD SE,  LEFT INTERSECTION LX18489",{6338F271-36EF-4234-B899-A7B80728EAAF},2021
-119.922036846,46.271746233,5959,2021/12/31 08:00:00+00,082R107306,082,R1,07306,0.41999999,1500,4.5999999,11.33,0.73000002,Westbound,On R1 RAMP (SR 82 TO YAK VLLY HWY) After LEFT INTERSECTION SR 82 WB,{3D766CA2-12B0-47AF-9CAF-EC24B944CD2D},2021
-118.387759515,47.111930843,5960,2021/12/31 08:00:00+00,090R122159,090,R1,22159,0.75999999,4400,,,,Westbound,On R1 RAMP (SR 90 WB TO SR 395 SB) After RIGHT OFF RAMP R222159,{552DB5CA-37CE-4B3A-AF80-7F0AB008E20A},2021
-122.260058108,47.2718546670001,5961,2021/12/31 08:00:00+00,167S101184,167,S1,01184,0.090000004,3100,,,,Southbound,On S1 RAMP (ELINGSON RD TO SR 167 SB) After BOTHWAYS INTERSECTION LX01226-ELLINGSON RD,{2E9CC6A5-EB19-4FA5-9EDF-D5111D310726},2021
-122.186244338,47.757896685,5962,2021/12/31 08:00:00+00,405R502374,405,R5,02374,0.17,10000,,,,Southbound,On R5 RAMP (SR 405 SB TO SR 522 EBCD) After LEFT INTERSECTION SR 405 SB,{82A8539D-ADBD-49ED-AA81-5C1FFB10C563},2021
-122.137558982,47.5795973150001,5963,2021/12/31 08:00:00+00,090R101180,090,R1,01180,0.15000001,7200,,,,Westbound,On R1 RAMP (CD01240 TO EASTGATE WAY) After LEFT INTERSECTION CD01240,{9B2AB981-4E78-4BBD-A44A-522601271FA3},2021
-122.187288568,47.757651287,5964,2021/12/31 08:00:00+00,522CI01071,522,CI,01071,0.22,2500,,,,Eastbound,On COLL-DIST INCREASING (SR 522 EB TO SR 522 EB) After RIGHT OFF RAMP SR 405 S102347,{83DEAE4A-B2DC-4F16-99D9-96984F22212F},2021
-122.886239432,46.106765577,5965,2021/12/31 08:00:00+00,432S100976,432,S1,00976,0.059999999,1700,,,,Westbound,On S1 RAMP (TALLEY WAY TO SR 432 WB) After RIGHT WYE CONNECTION LX00989,{B9BEB248-ECD4-4C80-8C03-21F3943AC8AC},2021
-122.992886155,47.046571353,5966,2021/12/31 08:00:00+00,101R136283,101,R1,36283,0.14,910,,,,Westbound,On R1 RAMP (SR 101 NB TO MUD BAY RD) After LEFT INTERSECTION SR 101 NB,{854E9F8E-8299-45F5-9066-EA7B626440A0},2021
-117.241797627,47.6751083720001,5967,2021/12/31 08:00:00+00,090S228907,090,S2,28907,0.02,820,11.34,4.6799998,0.31,Westbound,On S2 RAMP (MONTGOMERY RD TO 90 WB) After LEFT INTERSECTION FD28954*MONTGOMERY DR,{845094FA-5641-44D6-9A42-C44C68DB93C3},2021
-122.561242846,45.6216299380001,5968,2021/12/31 08:00:00+00,205S502801,205,S5,02801,0.079999998,9900,,,,Southbound,On S5 RAMP (SE MIL PL BLV TO S102801) After LEFT INTERSECTION LX02833-SE MILL PLAIN BL,{E48EA9FA-835B-4425-8934-F8D64021B206},2021
-122.141225543,47.580349595,5969,2021/12/31 08:00:00+00,090R501146,090,R5,01146,0.1,2800,,,,Westbound,On R5 RAMP (CD01240 TO 148TH AVE SE) After LEFT INTERSECTION CD01240,{FEBEE56C-186E-418D-9680-6CF47013F3BC},2021
-117.319994785,47.6560987760001,5970,2021/12/31 08:00:00+00,090P128511,090,P1,28511,0.54000002,10000,,,,Eastbound,On P1 RAMP (SR 90 EB TO 1ST AVE) After LEFT INTERSECTION SR 90 EB,{66D575A4-1F08-48F3-8716-DC9AE5CF1B69},2021
-120.508313168,46.9666385420001,5971,2021/12/31 08:00:00+00,090Q111147,090,Q1,11147,0.17,1500,5.7199998,15.89,12.97,Eastbound,On Q1 RAMP (SR 82 WB TO SR 90 EB) After LEFT INTERSECTION SR 82 WB,{73469764-05F5-4EE0-8FB7-B9A7CA12E15A},2021
-122.244289854,47.3551414040001,5972,2021/12/31 08:00:00+00,167Q101845,167,Q1,01845,0.11,8700,,,,Northbound,On Q1 RAMP (S 277TH ST TO SR 167 NB) After BOTHWAYS INTERSECTION LX01793-S 277TH ST,{23D07A2B-8402-4546-917C-9A29E423413F},2021
-122.194327858,47.484576981,5973,2021/12/31 08:00:00+00,405Q100450,405,Q1,00450,0.1,7600,,,,Northbound,On Q1 RAMP (SR 169 TO SR 405 NB) After BOTHWAYS INTERSECTION SR 169,{CC0994E6-D629-4557-ACF1-F5C13542D7B1},2021
-122.671630755,47.65724628,5974,2021/12/31 08:00:00+00,303Q100799,303,Q1,00799,0.059999999,6300,,,,Westbound,On Q1 RAMP (LX00766 TO SR 303 WB) After BOTHWAYS INTERSECTION LX00766-RIDGETOP BLVD,{80A8DF9E-FDD8-434D-B8B6-A177DBB626A7},2021
-122.567416277,45.6504550450001,5975,2021/12/31 08:00:00+00,205CD03165,205,CD,03165,1.22,26000,,,,Southbound,On COLL-DIST DECREASING (SR 205 SB TO SR 205 SB) Before LEFT INTERSECTION SR 205 SB,{DF66FC06-CDBC-4A5D-8765-1BDB16E974D1},2021
-122.318168056,47.4697837410001,5976,2021/12/31 08:00:00+00,518Q100086,518,Q1,00086,0.059999999,4900,,,,Eastbound,On Q1 RAMP (DS MOINS WY TO SR 518 EB) After RIGHT WYE CONNECTION LX00060,{60F21B4D-E594-47C8-934D-D77895DDC0EF},2021
-122.334269738,47.5335387600001,5977,2021/12/31 08:00:00+00,099S102604,099,S1,02604,0.029999999,3100,,,,Southbound,On S1 RAMP (SR 509 NB TO SR 99) After LEFT INTERSECTION SR 509 NBCD,{BEF4BA5B-1B08-423D-8FD4-64B517747E47},2021
-118.366896212,47.1175950190001,5978,2021/12/31 08:00:00+00,090S122179,090,S1,22179,0.039999999,2100,5.3400002,18.41,1.55,Westbound,"On S1 RAMP (WEBER AVE TO SR 90 WB) After RIGHT INTERSECTION WEBER AVE,  LEFT INTERSECTION LX22195",{F1C8C40B-0211-40EC-AA7F-2836A91DA949},2021
-121.585219569,47.4173343420001,5979,2021/12/31 08:00:00+00,090S104175,090,S1,04175,0.11,120,4.6300001,8.3299999,1.85,Westbound,On S1 RAMP (TINKHAM RD TO SR 90 WB) After BOTHWAYS INTERSECTION LX04229-TINKHAM RD,{0D52F679-8AFA-4FE5-9BB3-7BF13A2614BA},2021
-121.527764076,47.3948404510001,5980,2021/12/31 08:00:00+00,090P104525,090,P1,04525,0.22,90,9.4099998,8.2399998,3.53,Eastbound,On P1 RAMP (SR 90 EB TO BANDERA RD) After LEFT INTERSECTION SR 90 EB,{CBB47AAE-1374-4A5F-994A-99663590F2A0},2021
-122.549307073,45.6052238030001,5981,2021/12/31 08:00:00+00,205R202765,205,R2,02765,0.40000001,10000,,,,Southbound,On R2 RAMP (R102765 TO SR 14 EB) After RIGHT INTERSECTION R102765,{8A3711DD-F1F5-4CF7-AFD6-776B4A397FEA},2021
-122.186509808,47.6677293610001,5982,2021/12/31 08:00:00+00,405P201705,405,P2,01705,0.14,30,,,,Northbound,On P2 RAMP (P101705 TO Q101762) After RIGHT INTERSECTION P101705,{94E61A39-2F20-4810-BBA9-A41FB5F183AA},2021
-117.406493602,47.8025009510001,5983,2021/12/31 08:00:00+00,395S116859,395,S1,16859,0.1,4600,3.77,0.43000001,0.039999999,Southbound,"On S1 RAMP (HATCH RD TO SR 395 SB) After RIGHT INTERSECTION HATCH RD,  LEFT INTERSECTION LX16912",{69A24EF4-A98A-4EFA-B117-A6FDEE99BAE2},2021
-119.357086767,46.24488137,5984,2021/12/31 08:00:00+00,082S110200,082,S1,10200,0.18000001,9200,5.3099999,7.1700001,2.3099999,Westbound,On S1 RAMP (SR 182 WB TO SR 82 WB) After LEFT INTERSECTION SR 182 WB,{86D307B2-1839-46E8-B5E3-05A15375815A},2021
-117.435533895,47.621569578,5985,2021/12/31 08:00:00+00,195Q109429,195,Q1,09429,0.059999999,3700,,,,Northbound,On Q1 RAMP (CHEN-SPO RD TO SR 195 NB) After RIGHT INTERSECTION CITY ST,{86B98A4B-0218-4743-8B2A-D827E993B0FD},2021
-122.355878302,47.1587530790001,5986,2021/12/31 08:00:00+00,512R100617,512,R1,00617,0.25,14000,,,,Westbound,On R1 RAMP (SR 512 WB TO CANYON RD) After LEFT INTERSECTION SR 512 WB,{D4109A94-C61B-4D7A-A645-793F822F06EB},2021
-117.155345635,47.664890665,5987,2021/12/31 08:00:00+00,090P129358,090,P1,29358,0.31,7800,5.8299999,2.04,0.36000001,Eastbound,On P1 RAMP (SR 90 EB TO BARKER RD) After LEFT INTERSECTION SR 90 EB,{DD2880A4-A84B-475F-9217-DE3EB1710BA2},2021
-120.520575484,46.6341333010001,5988,2021/12/31 08:00:00+00,082S103026,082,S1,03026,0.07,340,5.1900001,7.0999999,0.55000001,Northbound,On S1 RAMP (REST HAVEN RD TO SR82 WB) After BOTHWAYS INTERSECTION LX03062-REST HAVEN RD,{EA7C0C54-C333-49AA-B853-B6CD3863038B},2021
-120.935120525,47.1916983070001,5989,2021/12/31 08:00:00+00,090R108438,090,R1,08438,0.18000001,1600,8.7799997,5.0599999,0.73000002,Westbound,On R1 RAMP (SR 90 WB TO OAKES AVE) After LEFT INTERSECTION SR 90 WB,{A0259181-81F3-4E30-B538-6DCE5AAF3B4A},2021
-122.573049812,45.658654529,5990,2021/12/31 08:00:00+00,205CD03165,205,CD,03165,0.56999999,4800,,,,Southbound,On COLL-DIST DECREASING (SR 205 SB TO SR 205 SB) After RIGHT OFF RAMP R103118,{EE299B97-DAA1-4CFD-8554-34487C30FA00},2021
-122.298316088,47.4653198570001,5991,2021/12/31 08:00:00+00,518S200134,518,S2,00134,0.029999999,3300,,,,Westbound,On S2 RAMP (S 154TH ST TO SR 518 WB) After BOTHWAYS INTERSECTION LX00162-S 154TH ST,{48A37054-B521-4431-816E-52867DA6D74E},2021
-122.328624495,47.5303141740001,5992,2021/12/31 08:00:00+00,099S102546,099,S1,02546,0.059999999,290,,,,Southbound,On S1 RAMP (KENYON ST TO SR 99 SB) After BOTHWAYS INTERSECTION S KENYON ST,{2ED3A893-CF5E-40E4-9C01-A029E575E385},2021
-117.39332977,47.6554966140001,5993,2021/12/31 08:00:00+00,090S128188,090,S1,28188,0.13,5200,,,,Westbound,On S1 RAMP (SR 290 TO SR 90 WB) After RIGHT INTERSECTION SR 290,{4C0AF2C1-931D-4890-A72A-4EFDC922FB53},2021
-122.597897534,45.683467815,5994,2021/12/31 08:00:00+00,205R103351,205,R1,03351,0.30000001,7400,,,,Southbound,On R1 RAMP (SR 205 SB TO NE 83RD ST) After LEFT INTERSECTION SR 205 SB,{B9898035-0411-4004-824C-8EED33A9FDE1},2021
-119.863159972,47.0851592760001,5995,2021/12/31 08:00:00+00,090S114941,090,S1,14941,0.079999998,2200,7.77,18.92,6.77,Westbound,On S1 RAMP (SR 281 TO SR 90 WB) After BOTHWAYS INTERSECTION SR 281,{E20A91AE-368A-4625-A8DE-C8742963D502},2021
-121.759643068,47.4728188610001,5996,2021/12/31 08:00:00+00,090P103224,090,P1,03224,0.25999999,4100,5.3000002,1.3200001,0.11,Eastbound,On P1 RAMP (SR 90 EB TO 436TH AVE SE) After LEFT INTERSECTION SR 90 EB,{D02C5ED7-7CCF-46A1-A345-2884CE64CA96},2021
-122.552908395,45.6099373710001,5997,2021/12/31 08:00:00+00,205R102765,205,R1,02765,0.17,15000,,,,Southbound,On R1 RAMP (SR 205 TO SR 14 CD00701) After LEFT INTERSECTION SR 205 SB,{8A7F3860-C497-49F9-B206-EDDAE23E4E3E},2021
-122.059480668,47.5472669650001,5998,2021/12/31 08:00:00+00,090Q101631,090,Q1,01631,0.12,6000,,,,Eastbound,On Q1 RAMP (SR 900 TO SR 90 EB) After RIGHT WYE CONNECTION SR 900,{8D9BF563-E4F4-4916-A97C-D589D0EAAE5E},2021
-122.258151736,47.295930506,5999,2021/12/31 08:00:00+00,167S501331,167,S5,01331,0.090000004,1700,,,,Southbound,On S5 RAMP (15TH ST SW TO S101331) After LEFT INTERSECTION LX01385-15TH ST SW,{656C64E0-1EA1-496F-AEC1-F6B8D5B57F74},2021
-122.198496582,47.4816169490001,6000,2021/12/31 08:00:00+00,405P100363,405,P1,00363,0.17,21000,,,,Northbound,On P1 RAMP (SR 405 NB TO SR 169) After LEFT INTERSECTION SR 405 NB,{67A65942-4ADE-47CA-A886-94290D5A985D},2021
-122.184916092,47.6769877850001,6001,2021/12/31 08:00:00+00,405CD01860,405,CD,01860,0.64999998,4900,,,,Southbound,On COLL-DIST DECREASING (SR 405 SB TO SR 405 SB) After RIGHT OFF RAMP R501808,{68EF8A89-7CDE-404B-B989-398C9BD3CC8C},2021
-120.079643257,46.327667788,6002,2021/12/31 08:00:00+00,082S106311,082,S1,06311,0.11,1900,2.55,2.3900001,1.4299999,Westbound,On S1 RAMP (CEMETERY RD TO SR 82 WB) After BOTHWAYS INTERSECTION LX06364-CEMETERY RD,{6756DC73-58F4-474F-843A-16CC95CA6506},2021
-119.30687588,46.255065008,6003,2021/12/31 08:00:00+00,182S100235,182,S1,00235,0.12,1800,,,,Westbound,On S1 RAMP (QUEENSGATE TO SR 182 WB) After BOTHWAYS INTERSECTION LX00293,{53C3A878-E8D6-4303-8D07-650958CBFCF0},2021
-122.297197457,47.1631802040001,6004,2021/12/31 08:00:00+00,512S500821,512,S5,00821,0.16,7100,,,,Westbound,On S5 RAMP (104TH ST E TO SR 512 WB) After LEFT INTERSECTION LX00874-104TH ST E,{7F44CE34-A37E-4331-8995-709D37431B8E},2021
-119.555528763,47.1028373720001,6005,2021/12/31 08:00:00+00,090P516452,090,P5,16452,0.25,200,5.4899998,15.38,6.5900002,Eastbound,On P5 RAMP (SR 90 EB TO DODSON RD) After LEFT INTERSECTION SR 90 EB,{AB17337B-6545-4FD8-B9B8-116786156972},2021
-120.511650821,46.626750101,6006,2021/12/31 08:00:00+00,082S103107,082,S1,03107,0.039999999,10000,5.3000002,9.7799997,1.91,Westbound,"On S1 RAMP (N FIRST ST TO SR 82 WB) After RIGHT INTERSECTION SR 12 S520254,  LEFT INTERSECTION SR 823",{5BC5AE21-76D9-43C4-9F4B-08C2DA1AE7C3},2021
-121.188243741,47.249787629,6007,2021/12/31 08:00:00+00,090R107063,090,R1,07063,0.25999999,470,7.1399999,6.4699998,1.79,Westbound,On R1 RAMP (SR 90 WB TO W EASTON RD) After LEFT INTERSECTION SR 90 WB,{CADD052C-B4E4-4163-9EF5-C4935E981ABC},2021
-122.588905078,45.6539415670001,6008,2021/12/31 08:00:00+00,500S100373,500,S1,00373,0.059999999,5100,,,,Westbound,On S1 RAMP (THURSTON WY TO SR 500 WB) After RIGHT WYE CONNECTION LX00388,{E467B555-F551-41A2-A875-F69989663275},2021
-119.262717732,46.2586185210001,6009,2021/12/31 08:00:00+00,182P500483,182,P5,00483,0.44,2500,4.8200002,0.88,0,Eastbound,On P5 RAMP (SR 182 EB TO GEO WA WAY) After LEFT INTERSECTION SR 182 EB,{BC84FCC7-D1D2-4222-8B5D-89850E66C109},2021
-122.33449475,47.524356362,6010,2021/12/31 08:00:00+00,509Q102972B,509,Q1,02972B,0.079999998,9000,,,,Northbound,On Q1 RAMP (1ST AVE S TO SR 509 NB) After LEFT INTERSECTION LX02959B-1ST AVE S,{4C7D116D-8422-4E94-9250-28B2E4D1424A},2021
-121.85080703,47.513279535,6011,2021/12/31 08:00:00+00,090S102683,090,S1,02683,0.13,6700,,,,Westbound,On S1 RAMP (WINERY RD TO SR 90 WB) After LEFT WYE CONNECTION LX02733-WINERY RD,{3B9321A7-8F4E-4B4F-BB39-F9C5C9D68E7B},2021
-118.225165529,47.209743786,6012,2021/12/31 08:00:00+00,090Q123181,090,Q1,23181,0.0099999998,490,6.0700002,39.849998,8.7299995,Eastbound,"On Q1 RAMP (E DANEKAS RD TO SR 90 EB) After RIGHT INTERSECTION E DANEKAS RD,  LEFT INTERSECTION LX23123",{50A6BF2D-2B5D-4365-B273-BBEB29B31F74},2021
-119.740803112,46.2141995790001,6013,2021/12/31 08:00:00+00,082R108276,082,R1,08276,0.28,2400,6.8200002,5.8800001,2.05,Westbound,On R1 RAMP (SR 82 WB TO WINE CTRY RD) After LEFT INTERSECTION SR 82 WB,{FA063EA2-FA40-49EC-B734-30FBF9603DB7},2021
-118.666107769,47.097740102,6014,2021/12/31 08:00:00+00,090R120719,090,R1,20719,0.25999999,90,,,,Westbound,On R1 RAMP (SR 90 WB TO SR 21) After LEFT INTERSECTION SR 90 WB,{79F69F51-5F5D-472C-A374-65A40691F632},2021
-122.259498611,47.2740376360001,6015,2021/12/31 08:00:00+00,167R101262,167,R1,01262,0.25999999,4800,,,,Southbound,On R1 RAMP (SR 167 SB TO ELINGSON RD) After LEFT INTERSECTION SR 167 SB,{B5F47174-D92B-46D1-9866-720C006233EE},2021
-122.189609622,47.634068728,6016,2021/12/31 08:00:00+00,405R101543,405,R1,01543,0.54000002,9500,,,,Southbound,On R1 RAMP (SR 405 SB TO SR 520 WB) After LEFT OFF RAMP R501543,{1C32AB54-327D-42B1-9EA7-44E4168FD4C1},2021
-121.979059209,47.5321729020001,6017,2021/12/31 08:00:00+00,090R102052,090,R1,02052,0.22,160,,,,Westbound,On R1 RAMP (SR 90 WB TO HIGH POINT) After LEFT INTERSECTION SR 90 WB,{CD528827-4556-4EED-9A4B-A80538C60E67},2021
-122.318736917,47.682532268,6018,2021/12/31 08:00:00+00,522S100023,522,S1,00023,0.039999999,6700,,,,Westbound,On S1 RAMP (NE 75TH ST TO SR 522 WB) After RIGHT INTERSECTION 005FI17078-NE BANNER PL,{27CDFB70-1382-48DF-9A06-DEC1518B74D9},2021
-122.230277,47.191616659,6019,2021/12/31 08:00:00+00,410P101019,410,P1,01019,0.16,7900,,,,Eastbound,On P1 RAMP (SR 410 EB TO SR 162) After LEFT INTERSECTION SR 410 EB,{4C41C0F2-51FD-497A-A77A-C44ABB864A8A},2021
-122.996941581,47.047917038,6020,2021/12/31 08:00:00+00,101Q536279,101,Q5,36279,0.07,780,,,,Eastbound,On Q5 RAMP (2ND AVE SW TO SR 101 SB) After BOTHWAYS INTERSECTION LX36259-2ND AVE SW,{8F47B9CF-6B7E-45B7-B4B2-17DB43ABA3FD},2021
-122.137772836,47.57998867,6021,2021/12/31 08:00:00+00,090S601161,090,S6,01161,0.02,4700,,,,Westbound,On S6 RAMP (EASTGATE WAY TO S501161) After RIGHT WYE CONNECTION EASTGATE WAY,{31CFA88F-F847-4572-A569-DB042A16A210},2021
-122.294881783,47.49880354,6022,2021/12/31 08:00:00+00,599P100147,599,P1,00147,0.30000001,2800,,,,Northbound,On P1 RAMP (SR 599 NB TO 099LX02297) After LEFT INTERSECTION SR 599 NB,{6A2A0026-014D-419D-9A2E-AB9529940FAE},2021
-122.178915891,47.585927891,6023,2021/12/31 08:00:00+00,090S100926,090,S1,00926,0.07,42000,,,,Westbound,On S1 RAMP (SR 405 SB TO SR 90 WB) After LEFT INTERSECTION SR 405 SB,{06A02110-408C-4219-B452-62C06C1790F9},2021
-118.399103032,47.1106051880001,6024,2021/12/31 08:00:00+00,090P121981,090,P1,21981,0.5,330,,,,Eastbound,On P1 RAMP (SR 90 EB TO DANEKAS RD) After LEFT INTERSECTION SR 90 EB,{49BE9336-2472-4505-B6E2-5D5C3FEE4F54},2021
-121.524413438,47.3947845320001,6025,2021/12/31 08:00:00+00,090Q104602,090,Q1,04602,0.1,60,9.4300003,16.98,1.89,Eastbound,On Q1 RAMP (BANDERA RD TO SR 90 EB) After BOTHWAYS INTERSECTION LX04552-BANDERA RD,{B5C69CD2-8751-4611-BE59-C3D004159A44},2021
-119.11358317,46.2485063350001,6026,2021/12/31 08:00:00+00,182CI01175,182,CI,01175,1.12,14000,,,,Eastbound,On COLL-DIST INCREASING (SR 182 EB TO SR 182 EB) After RIGHT ON RAMP Q501271,{F749B7CE-6536-47D8-B550-C4E9B81236FF},2021
-122.183933535,47.6811991970001,6027,2021/12/31 08:00:00+00,405CI01775,405,CI,01775,0.50999999,5200,,,,Northbound,On COLL-DIST INCREASING (SR 405 NB TO SR 405 NB) After RIGHT OFF RAMP P501813,{01FE0ADD-AEB6-4B59-873B-38AF8B6427E0},2021
-118.852354997,46.6529814090001,6028,2021/12/31 08:00:00+00,395Q105573,395,Q1,05573,0.13,220,,,,Northbound,On Q1 RAMP (SR 260 TO SR 395 NB) After BOTHWAYS INTERSECTION SR 260,{8F3FE121-B304-4E8B-9AD2-2C283187219D},2021
-122.15123744,47.579125543,6029,2021/12/31 08:00:00+00,090CI01089,090,CI,01089,0.15000001,11000,,,,Eastbound,On COLL-DIST INCREASING (SR 90 EB TO SR 90 EB) After LEFT INTERSECTION SR 90 EB,{ED6A62E9-B009-43B9-BADD-3DF17FB128BB},2021
-122.5499669,45.6038337480001,6030,2021/12/31 08:00:00+00,205P502690,205,P5,02690,0.44,9600,,,,Northbound,On P5 RAMP (SR 205 TO SR 14 CD00701) After LEFT OFF RAMP P602690,{DBC7F6CC-2365-445F-BD40-149B837B9E37},2021
-122.30325351,47.6447226280001,6031,2021/12/31 08:00:00+00,520R100168,520,R1,00168,0.67000002,4100,,,,Westbound,On R1 RAMP (SR 520 WB TO SR 513) After RIGHT OFF RAMP R200168,{F2A7790D-EA7D-47C9-BA18-D2C3B0BC0F98},2021
-122.347641567,47.7801844030001,6032,2021/12/31 08:00:00+00,099S104355,099,S1,04355,0.039999999,1700,,,,Southbound,On S1 RAMP (SR 104 EB TO SR 99 SB) After LEFT INTERSECTION SR 104 EB,{00D49D8C-7218-40E9-88B9-7EA05F02B307},2021
-117.79234738,47.4355657300001,6033,2021/12/31 08:00:00+00,090S125723,090,S1,25723,0.1,460,5.0500002,8.8900003,2.8800001,Westbound,On S1 RAMP (TYLER CHENEY TO SR 90 WB) After BOTHWAYS INTERSECTION LX25769-TYLER CHENEY HWY,{9209FEE4-9FB2-431C-8DCF-95617A9BF30A},2021
-121.289271604,47.2985705620001,6034,2021/12/31 08:00:00+00,090S106353,090,S1,06353,0.090000004,90,12.5,21.25,5,Westbound,On S1 RAMP (CABIN CRK RD TO SR 90 WB) After BOTHWAYS INTERSECTION LX06398-CABIN CREEK RD,{FD3FA40B-1474-4C02-820A-DD93CFF7C9CB},2021
-121.30753325,47.3054981590001,6035,2021/12/31 08:00:00+00,090P106274,090,P1,06274,0.19,330,8.3299999,8.3299999,0.95999998,Eastbound,On P1 RAMP (SR 90 EB TO STAMPEDE RD) After LEFT INTERSECTION SR 90 EB,{F8A9F597-D082-4D33-BF79-D98FEB27521B},2021
-122.386529772,47.2459682370001,6036,2021/12/31 08:00:00+00,509P100216,509,P1,00216,0.18000001,3100,,,,Eastbound,On P1 RAMP (CI00168 TO PT OF TAC RD) After LEFT INTERSECTION CI00168,{346F5BA4-C6C5-46F4-A51E-4397432DE8C8},2021
-117.376314892,47.7761571290001,6037,2021/12/31 08:00:00+00,395R116646S,395,R1,16646S,0.36000001,1200,,,,Southbound,On R1 RAMP (SR 395 NSC TO SHADY SLP) After LEFT INTERSECTION SR 395 NSC SB,{12DDDC6F-7413-4C98-A95D-F6823D2E2146},2021
-117.481312898,47.6345466920001,6038,2021/12/31 08:00:00+00,090R127825,090,R1,27825,0.51999998,20000,,,,Westbound,On R1 RAMP (SR 90 WB TO SR 2 WB) After RIGHT OFF RAMP R227825,{E0AFB458-92B8-4159-B9C3-8FDA9014D161},2021
-119.084064486,46.255095,6039,2021/12/31 08:00:00+00,182S101413,182,S1,01413,0.090000004,9600,5.1700001,13.49,2.3299999,Westbound,On S1 RAMP (SR 395 SB TO CD01483) After LEFT INTERSECTION SR 395 SB,{C4BCE78A-8A1C-4204-B637-8FB51DDF8C9F},2021
-122.306392847,47.1579476580001,6040,2021/12/31 08:00:00+00,512P100785,512,P1,00785,0.41999999,8500,,,,Eastbound,On P1 RAMP (SR 512 EB TO 94TH AVE E) After LEFT INTERSECTION SR 512 EB,{3DF4230A-1C3D-4C00-A5EB-82A8453BC48E},2021
-120.484967328,46.6060156630001,6041,2021/12/31 08:00:00+00,082S103288,082,S1,03288,0.079999998,7400,3.3099999,1.65,0.14,Northbound,On S1 RAMP (E YAKIMA AVE TO SR 82 WB) After BOTHWAYS INTERSECTION LX03324,{87A1502F-2D3A-4679-B39A-092089B97796},2021
